2025-07-01 15:37:24.314 [info] 2025/07/01 15:37:24 maxprocs: Leaving GOMAXPROCS=12: CPU quota undefined
2025-07-01 15:37:25.614 [info] I0701 15:37:25.614374 34598 main.go:602] Setting GOMAXPROCS to 4
2025-07-01 15:37:25.630 [info] I0701 15:37:25.630426 34598 main.go:817] Starting language server process with pid 34598
2025-07-01 15:40:21.711 [info] E0701 15:40:21.711520 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:22.719 [info] E0701 15:40:22.719219 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:23.724 [info] E0701 15:40:23.723793 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:24.728 [info] E0701 15:40:24.728321 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:25.733 [info] E0701 15:40:25.733525 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:26.738 [info] E0701 15:40:26.738280 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:27.745 [info] E0701 15:40:27.745052 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:28.750 [info] E0701 15:40:28.750474 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:29.760 [info] E0701 15:40:29.760321 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:30.765 [info] E0701 15:40:30.765730 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:31.771 [info] E0701 15:40:31.771357 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:32.778 [info] E0701 15:40:32.778076 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:33.783 [info] E0701 15:40:33.783388 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:34.789 [info] E0701 15:40:34.788928 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:35.795 [info] E0701 15:40:35.794986 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:36.801 [info] E0701 15:40:36.801249 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:37.810 [info] E0701 15:40:37.810429 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:38.815 [info] E0701 15:40:38.815440 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:39.821 [info] E0701 15:40:39.820996 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:40.826 [info] E0701 15:40:40.826481 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:41.832 [info] E0701 15:40:41.832002 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:42.842 [info] E0701 15:40:42.841869 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:43.847 [info] E0701 15:40:43.847148 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:44.852 [info] E0701 15:40:44.852247 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:45.859 [info] E0701 15:40:45.858781 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:46.866 [info] E0701 15:40:46.865986 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:47.872 [info] E0701 15:40:47.872672 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:48.877 [info] E0701 15:40:48.877635 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:49.882 [info] E0701 15:40:49.882592 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:50.887 [info] E0701 15:40:50.887644 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:51.894 [info] E0701 15:40:51.894167 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:52.900 [info] E0701 15:40:52.900455 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:53.905 [info] E0701 15:40:53.905247 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:54.911 [info] E0701 15:40:54.910719 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:55.916 [info] E0701 15:40:55.916295 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:56.921 [info] E0701 15:40:56.921057 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:57.927 [info] E0701 15:40:57.927673 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:58.932 [info] E0701 15:40:58.932620 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:40:59.939 [info] E0701 15:40:59.938931 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:00.946 [info] E0701 15:41:00.946425 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:01.951 [info] E0701 15:41:01.951289 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:02.959 [info] E0701 15:41:02.959572 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:03.965 [info] E0701 15:41:03.965584 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:04.970 [info] E0701 15:41:04.970416 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:05.976 [info] E0701 15:41:05.976333 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:06.983 [info] E0701 15:41:06.983646 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:07.991 [info] E0701 15:41:07.990836 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:08.995 [info] E0701 15:41:08.995503 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:10.000 [info] E0701 15:41:10.000453 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:11.007 [info] E0701 15:41:11.007086 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:12.013 [info] E0701 15:41:12.013452 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:13.021 [info] E0701 15:41:13.021292 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:14.026 [info] E0701 15:41:14.025935 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:15.032 [info] E0701 15:41:15.032200 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:16.037 [info] E0701 15:41:16.037023 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:17.041 [info] E0701 15:41:17.041603 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:18.049 [info] E0701 15:41:18.049210 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:19.055 [info] E0701 15:41:19.055287 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:20.062 [info] E0701 15:41:20.062472 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:21.067 [info] E0701 15:41:21.067096 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:22.073 [info] E0701 15:41:22.073106 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:23.083 [info] E0701 15:41:23.082987 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:24.119 [info] E0701 15:41:24.118965 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:25.126 [info] E0701 15:41:25.125948 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:26.134 [info] E0701 15:41:26.133860 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:27.146 [info] E0701 15:41:27.146110 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:28.153 [info] E0701 15:41:28.153459 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:29.159 [info] E0701 15:41:29.159165 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:30.168 [info] E0701 15:41:30.167862 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:31.177 [info] E0701 15:41:31.177606 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:32.187 [info] E0701 15:41:32.187174 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
2025-07-01 15:41:33.193 [info] E0701 15:41:33.193558 34598 interceptor.go:73] /exa.language_server_pb.LanguageServerService/StreamCascadePanelReactiveUpdates (unknown): reactive component sk-ws-01-lYjcvRN3nzWUvEAm17Vcb2SUYOp2-u20xEzDsZTlwrhSJ0tonBg-cFbq8QXMea6nv-l1IUnL4F0QfNLWqy_MLihUYmsxyA not found
